0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 149, 142
0, 261, 251
0, 271, 260
0, 280, 269
0, 281, 270
0, 272, 261
0, 254, 243
0, 247, 237
0, 95, 90
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 165, 157
0.05, 355, 341
0, 369, 354
0, 368, 354
0, 354, 340
0.96, 374, 359
1.29, 390, 375
1.53, 382, 367
0.29, 145, 138
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0.68, 216, 207
0.59, 437, 420
0.17, 431, 415
0.02, 408, 392
0.93, 395, 380
1.48, 409, 393
1.24, 429, 412
1.63, 414, 398
0.51, 170, 163
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 208, 198
1.24, 429, 413
1.4, 424, 408
1.25, 404, 388
1.24, 395, 379
1.36, 408, 392
1.54, 429, 412
1.62, 418, 402
0.53, 176, 167
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 140, 133
0, 230, 220
0, 264, 253
0, 293, 281
0, 291, 279
0, 292, 280
0, 267, 256
0, 251, 240
0, 107, 101
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 211, 202
1.29, 435, 418
1.43, 432, 415
1.26, 407, 391
1.25, 398, 383
1.38, 414, 398
1.57, 436, 419
1.64, 429, 413
0.55, 181, 173
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 211, 202
1.26, 436, 419
1.44, 432, 416
1.27, 409, 393
1.26, 399, 383
1.38, 413, 397
1.56, 432, 415
1.62, 426, 410
0.55, 180, 172
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 206, 197
1.22, 430, 413
1.42, 429, 413
1.26, 407, 391
1.23, 393, 378
1.34, 406, 390
1.5, 422, 405
1.59, 421, 405
0, 178, 170
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 188, 179
0.97, 390, 374
1.14, 395, 380
0.88, 365, 350
0.92, 360, 346
1.02, 368, 354
1.28, 396, 381
1.2, 384, 369
0, 160, 152
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 212, 203
1.24, 436, 419
1.45, 435, 418
1.3, 414, 398
1.27, 402, 386
1.41, 417, 401
1.64, 439, 422
1.74, 436, 420
0, 198, 188
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0, 0, -1
0.53, 213, 203
1.63, 436, 419
1.46, 434, 417
1.3, 414, 398
